""	"x"
"1189"	"South Dakota"
"1190"	"South Dakota"
"1191"	"South Dakota"
"1192"	"South Dakota"
"1193"	"South Dakota"
"1194"	"South Dakota"
"1195"	"South Dakota"
"1196"	"South Dakota"
"1197"	"South Dakota"
"1198"	"South Dakota"
"1199"	"South Dakota"
"1200"	"South Dakota"
"1201"	"South Dakota"
"1202"	"South Dakota"
"1203"	"Tennessee"
"1204"	"Tennessee"
"1205"	"Tennessee"
"1206"	"Tennessee"
"1207"	"Tennessee"
"1208"	"Tennessee"
"1209"	"Tennessee"
"1210"	"Tennessee"
"1211"	"Tennessee"
"1212"	"Tennessee"
"1213"	"Tennessee"
"1214"	"Tennessee"
"1215"	"Tennessee"
"1216"	"Tennessee"
"1217"	"Tennessee"
"1218"	"Tennessee"
"1219"	"Tennessee"
"1220"	"Tennessee"
"1221"	"Tennessee"
"1222"	"Tennessee"
"1223"	"Tennessee"
"1224"	"Tennessee"
"1225"	"Tennessee"
"1226"	"Tennessee"
"1227"	"Tennessee"
"1228"	"Tennessee"
"1229"	"Tennessee"
"1230"	"Tennessee"
"1231"	"Tennessee"
"1232"	"Tennessee"
"1233"	"Tennessee"
"1234"	"Tennessee"
"1235"	"Tennessee"
"1236"	"Tennessee"
"1237"	"Tennessee"
"1238"	"Tennessee"
"1239"	"Tennessee"
"1240"	"Tennessee"
"1241"	"Tennessee"
"1242"	"Tennessee"
"1243"	"Tennessee"
"1244"	"Tennessee"
"1245"	"Tennessee"
"1246"	"Texas"
"1247"	"Texas"
"1248"	"Texas"
"1249"	"Texas"
"1250"	"Texas"
"1251"	"Texas"
"1252"	"Texas"
"1253"	"Texas"
"1254"	"Texas"
"1255"	"Texas"
"1256"	"Texas"
"1257"	"Texas"
"1258"	"Texas"
"1259"	"Texas"
"1260"	"Texas"
"1261"	"Texas"
"1262"	"Texas"
"1263"	"Texas"
"1264"	"Texas"
"1265"	"Texas"
"1266"	"Texas"
"1267"	"Texas"
"1268"	"Texas"
"1269"	"Texas"
"1270"	"Texas"
"1271"	"Texas"
"1272"	"Texas"
"1273"	"Texas"
"1274"	"Texas"
"1275"	"Texas"
"1276"	"Texas"
"1277"	"Texas"
"1278"	"Texas"
"1279"	"Texas"
"1280"	"Texas"
"1281"	"Utah"
"1282"	"Utah"
"1283"	"Utah"
"1284"	"Utah"
"1285"	"Utah"
"1286"	"Utah"
"1287"	"Utah"
"1288"	"Utah"
"1289"	"Utah"
"1290"	"Utah"
"1291"	"Utah"
"1292"	"Utah"
"1293"	"Utah"
"1294"	"Utah"
"1295"	"Utah"
"1296"	"Utah"
"1297"	"Utah"
"1298"	"Utah"
"1299"	"Utah"
"1300"	"Utah"
"1301"	"Utah"
"1302"	"Utah"
"1303"	"Utah"
"1304"	"Utah"
"1305"	"Utah"
"1306"	"Utah"
"1307"	"Utah"
"1308"	"Utah"
"1309"	"Utah"
"1310"	"Utah"
"1311"	"Utah"
"1312"	"Utah"
"1313"	"Utah"
"1314"	"Utah"
"1315"	"Utah"
"1316"	"Utah"
"1317"	"Utah"
"1318"	"Utah"
"1319"	"Utah"
"1320"	"Utah"
"1321"	"Utah"
"1322"	"Utah"
"1323"	"Virginia"
"1324"	"Virginia"
"1325"	"Virginia"
"1326"	"Virginia"
"1327"	"Virginia"
"1328"	"Virginia"
"1329"	"Virginia"
"1330"	"Virginia"
"1331"	"Virginia"
"1332"	"Virginia"
"1333"	"Virginia"
"1334"	"Virginia"
"1335"	"Virginia"
"1336"	"Virginia"
"1337"	"Virginia"
"1338"	"Virginia"
"1339"	"Virginia"
"1340"	"Virginia"
"1341"	"Virginia"
"1342"	"Virginia"
"1343"	"Virginia"
"1344"	"Virginia"
"1345"	"Virginia"
"1346"	"Virginia"
"1347"	"Virginia"
"1348"	"Virginia"
"1349"	"Virginia"
"1350"	"Virginia"
"1351"	"Virginia"
"1352"	"Virginia"
"1353"	"Virginia"
"1354"	"Virginia"
"1355"	"Virginia"
"1356"	"Virginia"
"1357"	"Virginia"
"1358"	"Virginia"
"1359"	"Virginia"
"1360"	"Virginia"
"1361"	"Virginia"
"1362"	"Washington"
"1363"	"Washington"
"1364"	"Washington"
"1365"	"Washington"
"1366"	"Washington"
"1367"	"Washington"
"1368"	"Washington"
"1369"	"Washington"
"1370"	"Washington"
"1371"	"Washington"
"1372"	"Washington"
"1373"	"Washington"
"1374"	"Washington"
"1375"	"Washington"
"1376"	"Washington"
"1377"	"Washington"
"1378"	"Washington"
"1379"	"Washington"
"1380"	"Washington"
"1381"	"Washington"
"1382"	"Washington"
"1383"	"Washington"
"1384"	"Washington"
"1385"	"Washington"
"1386"	"Washington"
"1387"	"Washington"
"1388"	"Washington"
"1389"	"Wyoming"
"1390"	"Wyoming"
"1391"	"Wyoming"
"1392"	"Wyoming"
"1393"	"Wyoming"
"1394"	"Wyoming"
"1395"	"Wyoming"
"1396"	"Wyoming"
"1397"	"Wyoming"
"1398"	"Wyoming"
"1399"	"Wyoming"
"1400"	"Wyoming"
"1401"	"Wyoming"
"1402"	"Wyoming"
"1403"	"Wyoming"
"1404"	"Wyoming"
"1405"	"Wyoming"
"1406"	"Wyoming"
"1407"	"Wyoming"
"1408"	"Wyoming"
"1409"	"Wyoming"
"1410"	"Wyoming"
"1411"	"Wyoming"
"1412"	"Wyoming"
"1413"	"Wyoming"
"1414"	"Wyoming"
"1415"	"Wyoming"
"1416"	"Wyoming"
"1417"	"Wyoming"
"1418"	"Wyoming"
"1419"	"Wyoming"
"1420"	"Wyoming"
"1421"	"Wyoming"
"1422"	"Wyoming"
"1423"	"Wyoming"
"1424"	"Wyoming"
"1425"	"Wyoming"
"1426"	"Wyoming"
"1427"	"Wyoming"
"1428"	"Wyoming"
"1429"	"Wyoming"
